date,tmin_mean,tmin_std,tmin_min,tmin_max,tmin_count
2000-11,19.890917179950172,3.9769664446999125,0.6166982,24.905941,27696
2000-12,18.972922737544323,4.101599028906632,0.0448789,24.663225,27695
2001-01,19.794944459841133,4.0114180900220235,0.4504484,25.187395,27696
2001-02,20.278372158717865,4.177074716673341,0.1290623,25.724201,27696
2001-03,20.659077839014298,4.410019072527741,0.0981977,26.533897,27696
2001-04,20.322551896027008,3.81250268425407,0.03485036,25.301075,27697
2001-05,19.75527744275084,3.760957258596225,0.12437117,24.977625,27697
2001-06,18.086802450790536,3.8893344873117113,0.40570495,24.032795,27690
2001-07,17.764634806337618,3.8168356860369803,0.056500405,24.124786,27691
2001-08,17.313574557611304,3.93885565226742,0.024288207,23.615776,27690
2001-09,18.208450167734924,4.116988154398862,0.67513204,24.559635,27690
2001-10,19.43385277795631,4.128830737635034,0.29174078,25.329891,27695
2001-11,19.20517531760774,3.9112665985497244,0.105760664,24.22469,27696
2001-12,18.94301727272796,4.227643595074267,0.07370496,24.713217,27691
2002-01,19.447429096975917,4.100123207560047,0.00045967102,25.124895,27694
2002-02,19.956115163985306,4.084862721696057,0.027043939,26.232534,27694
2002-03,21.111841074602378,4.216595994093363,0.007788062,26.69308,27697
2002-04,20.99004557728274,3.816153962793551,0.6728716,26.255241,27697
2002-05,20.06475491806694,3.9517301102435147,0.1269753,25.967274,27697
2002-06,18.7097483951972,3.9311784969149333,0.043890476,24.852264,27693
2002-07,18.10483228404738,3.898835767698802,0.080979526,24.617258,27691
2002-08,18.448247536804477,3.651900390326382,0.16254067,24.33224,27695
2002-09,18.691820034712766,3.9714467224509447,0.09933627,24.913616,27695
2002-10,19.4878303711554,4.048673888243107,0.33237487,25.056684,27696
2002-11,20.08724519523397,3.9697777352930435,0.9291984,25.201252,27696
2002-12,19.91744833407965,4.0254402056505425,0.6113231,25.067394,27696
2003-01,19.395062081063017,4.188387816695533,0.120836616,25.39136,27691
2003-02,20.01088974369664,4.498521642053952,0.6442567,26.015865,27690
2003-03,20.66995685149919,4.446573568330446,0.19196182,26.53546,27695
2003-04,20.861137392009674,4.059029052092117,1.067614,26.508541,27696
2003-05,20.556364976043255,3.7946347646772645,0.83687127,25.70135,27697
2003-06,19.063840950735514,3.8897773029999323,0.06712186,24.9981,27695
2003-07,17.881388391756527,3.741307044563085,0.15181273,24.323376,27691
2003-08,17.627798177625497,3.977033867945206,0.33991295,23.71922,27690
2003-09,18.417955428848806,3.983793186363429,0.15641463,24.989792,27693
2003-10,18.899714018136354,4.058689327526408,0.41293982,24.581097,27693
2003-11,19.500338349578264,4.053746963449183,0.431131,24.73875,27695
2003-12,19.41544761748673,4.028279213993572,0.38582316,24.67485,27693
2004-01,20.180953220318457,4.140838505505495,0.25357282,26.03459,27696
2004-02,20.582154041875,4.06719826728756,0.80406237,26.342684,27696
2004-03,20.290302130982848,4.330492623552775,0.20446217,25.806797,27695
2004-04,20.255385575324958,4.0057931966039915,0.6535518,25.701077,27696
2004-05,19.819547966817233,3.9923308461485023,0.5962604,25.59988,27696
2004-06,18.465862133247338,3.898081839207779,0.026406452,24.828568,27691
2004-07,17.655260810752285,4.024333939849264,0.16093045,24.48504,27689
2004-08,17.661346260940412,3.9562816408574255,0.25241315,24.091644,27690
2004-09,18.089481768868183,4.102930240031995,0.69075716,24.348125,27690
2004-10,18.517485898285848,4.005804645347123,0.19210646,24.408026,27693
2004-11,19.155817965502802,4.01948580823869,0.13113084,24.11757,27695
2004-12,19.071634260125663,4.121526899740907,0.08912194,24.171385,27693
2005-01,18.147178747252518,4.458956488619253,0.072123766,23.962395,27685
2005-02,19.178172678547046,4.555636246777611,0.024020672,26.391735,27687
2005-03,20.234002738935036,4.50137786950684,0.1798788,27.046396,27691
2005-04,20.844608658495503,3.948824143060872,0.34474635,26.133541,27697
2005-05,19.374279057133883,3.9841090438896622,0.18688504,25.077625,27696
2005-06,18.333460363685674,3.782843588737676,0.21390666,24.379671,27691
2005-07,17.802202491720234,3.844873259920271,0.047646165,24.110874,27691
2005-08,17.71046494890213,3.963330223464489,0.4399132,24.115776,27690
2005-09,18.221800366790653,4.047264405291999,0.09263897,25.034449,27691
2005-10,18.868827318757084,4.1783754796122965,0.21643291,24.708027,27693
2005-11,19.549154744662513,4.11207911702275,0.030761123,24.88181,27696
2005-12,18.35006471926069,4.130551477217634,0.19182312,23.659052,27688
2006-01,19.1225106512221,4.327453980320551,0.35188544,25.124895,27690
2006-02,19.89224705524991,4.475181652532818,0.69477767,26.115866,27690
2006-03,21.048112721055347,4.150076326913062,0.15883017,26.791346,27697
2006-04,20.32800282459561,3.9755683260220205,0.8551142,25.530243,27696
2006-05,19.476689489266683,4.016184644104667,0.48688513,24.749039,27696
2006-06,18.62815716597826,4.123119058274945,0.006614834,24.727894,27691
2006-07,18.13848814446575,3.80679046465252,0.13257188,24.325655,27693
2006-08,18.28364452221139,3.9159491019622212,0.224244,24.50831,27693
2006-09,18.03564333094907,4.186052398512822,0.00097230077,24.238802,27691
2006-10,19.51095457644015,4.150702698123769,0.3203864,25.31166,27695
2006-11,19.74327921106297,3.9052948448145743,0.7166985,24.770594,27696
2006-12,19.49858564547176,4.101615830184512,0.0019484758,25.29616,27696
2007-01,19.223632469818345,4.228270941254661,0.5945938,25.139622,27690
2007-02,19.466294925039218,4.477395943902119,0.098944426,26.588436,27690
2007-03,20.125741421297437,4.384147982610674,0.22904547,26.146397,27693
2007-04,20.065986827447066,4.126356727551951,0.067614004,25.692947,27696
2007-05,19.88057813932842,3.9288771017103654,0.674385,25.767273,27696
2007-06,18.0188240724225,4.0379890462671515,0.005704969,24.143755,27690
2007-07,17.24029008827976,4.014727287103135,0.3277549,23.697355,27688
2007-08,17.83776139618143,3.947816527326212,0.11033651,23.912476,27691
2007-09,18.42597181218817,4.090640852072964,0.041657507,24.713617,27693
2007-10,19.229650628896188,4.210618407046919,0.12906718,24.881096,27695
2007-11,18.945915012678654,4.208299747931971,0.18884891,24.23875,27693
2007-12,19.017431118997617,4.135061896852357,0.057559103,24.471386,27691
2008-01,19.013918275645576,4.30598270958674,0.060739636,25.38129,27690
2008-02,19.165133603875187,4.4205728603853816,0.094777614,25.821768,27690
2008-03,20.13206539861383,4.325934282506787,0.1461286,26.267765,27695
2008-04,19.8273877006723,4.050981778931589,0.24573956,25.295174,27696
2008-05,19.174624429150057,4.019780115590973,0.09938544,24.888641,27696
2008-06,18.024612451979777,3.9476722969773377,0.33018395,24.432795,27690
2008-07,17.72740895911087,3.993306151764029,0.44233337,24.421488,27690
2008-08,18.333486567577367,3.9512176454477097,0.2620914,24.43574,27693
2008-09,18.886285833373726,4.139484146062782,0.013639092,25.63688,27694
2008-10,19.188746758991083,4.243087954985294,0.4629398,25.085098,27693
2008-11,18.962579346011267,4.046905385462814,0.38468206,24.305069,27693
2008-12,18.449876517849404,4.285265672641435,0.1381911,24.68405,27690
2009-01,19.089733999022393,4.258938532607268,0.3982396,24.91879,27690
2009-02,19.236991469892924,4.465721866953101,0.036444545,26.390865,27690
2009-03,20.50036671740413,4.483129643951508,0.04364258,27.035631,27694
2009-04,20.720007634998918,4.0748217636230715,0.86761403,25.884409,27696
2009-05,19.947957873938474,3.980607652789772,0.9853226,25.600716,27696
2009-06,18.90863922055937,3.99640468426893,0.14855003,25.074461,27692
2009-07,18.18576833721989,3.9399057810769986,0.080979526,25.02062,27691
2009-08,18.683856616669797,3.9065551099490796,0.2877139,24.852032,27695
2009-09,18.805459148785612,4.108203314473255,0.3086717,25.348125,27693
2009-10,19.643146001136266,4.101928616274121,0.24643797,25.346394,27696
2009-11,19.993165246170204,4.039738417009808,0.81826043,25.140314,27696
2009-12,20.45950458061814,4.131645512740003,0.9019482,25.829016,27696
2010-01,19.681681352050774,4.373606441019713,0.22492945,25.624895,27692
2010-02,19.647930723825343,4.499197212052185,0.6702984,25.44677,27689
2010-03,20.704394141536017,4.35595552172652,0.19819814,26.746395,27695
2010-04,21.21361163982886,3.9434934500578196,0.7348503,26.36861,27696
2010-05,19.98496600121209,3.9325345127998275,0.03687167,25.671549,27696
2010-06,18.567639116169836,3.878721852272474,0.027716279,24.432795,27691
2010-07,17.759325856625374,3.945026652150457,0.4090001,24.497541,27689
2010-08,18.27509660033367,3.9361270116880034,0.29507732,24.477552,27692
2010-09,18.314708437819327,4.032366281501023,0.013477325,24.859634,27691
2010-10,19.42377877186575,4.191972409847698,0.1874007,25.52989,27694
2010-11,19.597658991497383,4.080832734225345,0.14169818,24.74309,27695
2010-12,19.860999302687308,4.200271822780436,0.112885475,25.342384,27695
2011-01,18.968812106484037,4.374899039389198,0.07280913,25.719658,27688
2011-02,19.042295733719932,4.555797607899297,0.14120835,25.792603,27686
2011-03,20.54702322260562,4.452436169019993,0.1664409,26.746395,27694
2011-04,21.15752009867237,4.098636838361818,0.39891303,26.462708,27696
2011-05,20.32943633957503,3.996366746884475,0.25770497,25.726364,27696
2011-06,18.72285396837703,4.042430175133165,0.2180733,25.0244,27690
2011-07,18.141494122378766,3.9844589406744158,0.0047248304,24.800655,27691
2011-08,17.964295631882734,3.75960871781779,0.0011538267,23.90672,27692
2011-09,18.722862065170794,4.00735229706593,0.10367656,24.538801,27694
2011-10,18.71229790143466,4.177881293482491,0.03767383,24.451677,27693
2011-11,19.4069274647819,4.143610116220116,0.4589274,24.697609,27694
2011-12,19.14213767811209,4.238445590645299,0.26828834,24.813217,27692
2012-01,18.168353693034934,4.561566077945799,0.13513541,24.194658,27681
2012-02,18.71266560463161,4.298700853263278,0.19293755,24.347372,27688
2012-03,20.834460081677076,4.706621248324285,0.116962135,26.65548,27694
2012-04,20.354307654622136,4.090524895754021,0.76761466,25.862707,27695
2012-05,20.034844101318964,3.9105027711148836,0.23947573,25.301617,27696
2012-06,18.652932062520367,3.8783482709586985,0.058647454,24.616587,27692
2012-07,17.78012627279064,3.879200054882484,0.6397295,24.085041,27689
2012-08,18.309933877526724,3.967544952850026,0.13900119,24.20911,27692
2012-09,18.82896901326292,4.125308479892966,0.03499329,25.138802,27693
2012-10,19.504922127461906,4.142454144520818,0.40389353,25.22989,27694
2012-11,19.89603468924716,4.05858432288077,0.6307608,25.091877,27695
2012-12,19.109757065432618,4.209525749432874,0.3691564,24.683182,27692
2013-01,19.890353755700282,4.347131749539322,0.042126298,25.562395,27693
2013-02,19.363142086258133,4.530151577968718,0.0067569315,25.595901,27689
2013-03,20.781835343960537,4.552829775390321,0.023198187,27.021397,27695
2013-04,19.57582499295613,4.011043509556547,0.08011393,24.901075,27695
2013-05,20.080156446115325,4.066580056284119,0.07020491,25.426363,27696
2013-06,17.652769443715968,4.137577104912377,0.025610924,24.2119,27687
2013-07,17.974666290562656,4.01325613328241,0.07629198,24.48504,27690
2013-08,17.70100698556598,3.9150267018158265,0.010336652,23.515776,27690
2013-09,18.667337014988803,4.113728616213017,0.17082417,25.077293,27692
2013-10,19.811519662511284,4.1931806668669065,0.16987509,25.485098,27695
2013-11,20.077891002864774,4.139800314394979,0.61826074,25.434237,27695
2013-12,19.406123928816392,4.103257082899908,0.10038555,25.183182,27695
2014-01,19.276847415577972,4.339499472735592,0.025003314,25.201458,27690
2014-02,19.83051159715728,4.411461670998903,0.077833235,25.675068,27690
2014-03,20.45514579922474,4.524533936310186,0.07529557,26.246626,27694
2014-04,19.53675424930707,4.159986699884473,0.32702416,25.233541,27694
2014-05,20.175729548411322,3.8824802662338866,0.4368713,25.37635,27696
2014-06,19.339046307235503,3.9112316621145142,0.25826752,25.174461,27694
2014-07,18.863192717872142,3.8592090961823606,0.018875599,25.085041,27695
2014-08,17.856720790316,3.87716814925573,0.10616985,24.015776,27690
2014-09,18.326160651298302,4.053153540496022,0.06763899,24.838802,27690
2014-10,19.047308574016682,4.189750547465381,0.43377322,24.911661,27692
2014-11,19.532706989374763,4.064170743281497,0.105760664,24.677814,27695
2014-12,18.937397786923007,4.208419715409332,0.023649365,24.314388,27691
2015-01,18.43393679057861,4.305900243521161,0.15641776,24.687395,27687
2015-02,19.002573829898154,4.414810855868204,0.044257,24.500067,27689
2015-03,19.9446014883479,4.4166001001167166,0.10595493,25.493883,27692
2015-04,20.174259543786967,4.109054803593259,0.46605188,25.60854,27695
2015-05,19.565215826521754,3.9718187961334634,0.48532262,25.088642,27695
2015-06,18.782703828153913,3.862262588569844,0.20028639,24.816587,27691
2015-07,18.302457090948323,3.9458903679836554,0.13892633,24.419209,27691
2015-08,18.026174438126013,3.9317794611192367,0.00037577748,24.095741,27691
2015-09,18.790217733323825,4.1613735544037755,0.06635022,24.838802,27694
2015-10,20.565565123478844,4.098820878970509,0.17951417,26.149166,27696
2015-11,19.906545975714028,4.125177593761244,0.4182608,25.79761,27695
2015-12,20.43382133203827,4.33729072722276,0.5003859,26.775358,27695
2016-01,20.714920576062827,4.327315927978996,0.3738855,27.185455,27695
2016-02,20.65106167023868,4.498715822194622,0.13482642,27.142603,27694
2016-03,21.38151550213035,4.584606031695544,0.799761,27.219833,27695
2016-04,21.236086425148034,4.094921738802593,0.5572463,26.93354,27696
2016-05,20.028359318664787,3.915953173358833,0.23687154,25.300716,27696
2016-06,18.69654843367267,3.9371002723899644,0.14611953,24.628567,27691
2016-07,18.608697809543926,3.9450402888104232,0.09552097,24.885042,27693
2016-08,18.12788810766539,4.025615411291883,0.11591083,24.224909,27692
2016-09,18.113372981446062,4.179814849952398,0.69075716,24.4388,27689
2016-10,19.68525802960787,4.289757186238039,0.06987482,25.362192,27695
2016-11,19.821838554564,4.08464278719763,0.5073236,25.101252,27695
2016-12,19.54619497204008,4.109013810803637,0.10194802,25.396551,27695
2017-01,18.56155432032215,4.328813684950117,0.3649063,25.410833,27689
2017-02,19.609240696657878,4.606336834475644,0.22758996,26.266733,27689
2017-03,20.83773594106445,4.5531145388037295,0.11069775,26.911499,27695
2017-04,21.0262794384366,4.158910161529529,0.25985014,26.539444,27696
2017-05,20.361933975306904,3.962416700858231,0.4368713,25.963629,27696
2017-06,18.844216572206133,3.912190453076604,0.12771666,25.053135,27691
2017-07,18.27032414799906,3.837596292130964,0.13864833,24.480875,27692
2017-08,18.684121763063118,3.7814017973783574,0.2877139,24.50911,27694
2017-09,18.46621571630372,4.051107675477375,0.17961845,24.838802,27690
2017-10,20.06385705243546,4.134509918980354,0.35737485,25.89196,27695
2017-11,19.348523283445566,4.085062731264687,0.018261075,24.701252,27695
2017-12,18.83932852490935,4.255836142256481,0.16120489,24.799849,27690
2018-01,18.672707502965437,4.215411415494293,0.08157292,24.424896,27689
2018-02,19.65044021216223,4.541585375294607,0.52759016,25.591734,27689
2018-03,19.57198429379126,4.464385946214175,0.04289922,25.33563,27690
2018-04,19.707100162476042,4.053039683745334,0.067614004,25.262709,27695
2018-05,19.01740548383968,3.8978998251314643,0.2853229,24.297304,27695
2018-06,18.153010901371303,4.001321582084137,0.3432047,24.105566,27689
2018-07,17.830558570701083,3.8655688899750005,0.060146213,23.98504,27690
2018-08,17.355198136751056,3.864873894534694,0.3300171,23.138277,27689
2018-09,18.11549079536495,4.201231044347505,0.5808613,24.357714,27689
2018-10,19.318389107219975,4.099401165295294,0.3203863,24.786667,27694
2018-11,20.274873239151866,3.9992320951505413,0.04642725,25.40125,27696
2018-12,20.032633253951616,4.101907440419344,0.48944843,25.29655,27695
